mp3_path	clip_id	track_number	title	artist	album	url	segmentStart	segmentEnd	original_url
5/burnshee_thornside-rock_this_moon-01-bad_bad_luck-59-88.mp3	513	1	Bad Bad Luck	Burnshee Thornside	Rock This Moon	http://www.magnatune.com/artists/albums/burnshee-moon/	59	88	http://he3.magnatune.com/all/01-Bad%20Bad%20Luck-Burnshee%20Thornside.mp3
5/burnshee_thornside-rock_this_moon-02-rock_this_moon-88-117.mp3	9475	2	Rock This Moon	Burnshee Thornside	Rock This Moon	http://www.magnatune.com/artists/albums/burnshee-moon/	88	117	http://he3.magnatune.com/all/02-Rock%20This%20Moon-Burnshee%20Thornside.mp3
5/burnshee_thornside-rock_this_moon-03-doodelido-0-29.mp3	12611	3	Doodelido	Burnshee Thornside	Rock This Moon	http://www.magnatune.com/artists/albums/burnshee-moon/	0	29	http://he3.magnatune.com/all/03-Doodelido-Burnshee%20Thornside.mp3
5/burnshee_thornside-rock_this_moon-04-dear_error-117-146.mp3	17231	4	Dear Error	Burnshee Thornside	Rock This Moon	http://www.magnatune.com/artists/albums/burnshee-moon/	117	146	http://he3.magnatune.com/all/04-Dear%20Error-Burnshee%20Thornside.mp3
5/burnshee_thornside-rock_this_moon-05-consuelo-117-146.mp3	21880	5	Consuelo	Burnshee Thornside	Rock This Moon	http://www.magnatune.com/artists/albums/burnshee-moon/	117	146	http://he3.magnatune.com/all/05-Consuelo-Burnshee%20Thornside.mp3
5/burnshee_thornside-rock_this_moon-06-wish_i_could_write_lyrics_like_bob_dylan-88-117.mp3	29997	6	Wish I Could Write Lyrics Like Bob Dylan	Burnshee Thornside	Rock This Moon	http://www.magnatune.com/artists/albums/burnshee-moon/	88	117	http://he3.magnatune.com/all/06-Wish%20I%20Could%20Write%20Lyrics%20Like%20Bob%20Dylan-Burnshee%20Thornside.mp3
5/burnshee_thornside-rock_this_moon-07-bang_i_shot_him-117-146.mp3	30564	7	Bang I Shot Him	Burnshee Thornside	Rock This Moon	http://www.magnatune.com/artists/albums/burnshee-moon/	117	146	http://he3.magnatune.com/all/07-Bang%20I%20Shot%20Him-Burnshee%20Thornside.mp3
5/burnshee_thornside-rock_this_moon-08-miss_your_love_forever_featuring_lilling-0-29.mp3	36361	8	Miss Your Love Forever (featuring Lilling)	Burnshee Thornside	Rock This Moon	http://www.magnatune.com/artists/albums/burnshee-moon/	0	29	http://he3.magnatune.com/all/08-Miss%20Your%20Love%20Forever%20(featuring%20Lilling)-Burnshee%20Thornside.mp3
5/burnshee_thornside-rock_this_moon-09-tennis_in_venice-59-88.mp3	41292	9	Tennis in Venice	Burnshee Thornside	Rock This Moon	http://www.magnatune.com/artists/albums/burnshee-moon/	59	88	http://he3.magnatune.com/all/09-Tennis%20in%20Venice-Burnshee%20Thornside.mp3
5/burnshee_thornside-rock_this_moon-10-i_know_this_feeling-175-204.mp3	42928	10	I Know This Feeling	Burnshee Thornside	Rock This Moon	http://www.magnatune.com/artists/albums/burnshee-moon/	175	204	http://he3.magnatune.com/all/10-I%20Know%20This%20Feeling-Burnshee%20Thornside.mp3
5/burnshee_thornside-rock_this_moon-11-city_girls-59-88.mp3	45325	11	City Girls	Burnshee Thornside	Rock This Moon	http://www.magnatune.com/artists/albums/burnshee-moon/	59	88	http://he3.magnatune.com/all/11-City%20Girls-Burnshee%20Thornside.mp3
5/burnshee_thornside-rock_this_moon-12-took_me_by_surprise-0-29.mp3	49221	12	Took Me By Surprise	Burnshee Thornside	Rock This Moon	http://www.magnatune.com/artists/albums/burnshee-moon/	0	29	http://he3.magnatune.com/all/12-Took%20Me%20By%20Surprise-Burnshee%20Thornside.mp3
5/burnshee_thornside-rock_this_moon-13-puut_me_in_your_loop_featuring_k__seger-204-233.mp3	50485	13	Puut Me In Your Loop (featuring K. Seger)	Burnshee Thornside	Rock This Moon	http://www.magnatune.com/artists/albums/burnshee-moon/	204	233	http://he3.magnatune.com/all/13-Puut%20Me%20In%20Your%20Loop%20(featuring%20K.%20Seger)-Burnshee%20Thornside.mp3
5/burnshee_thornside-rock_this_moon-14-time_flies_away_featuring_lilling-117-146.mp3	52208	14	Time Flies Away (featuring Lilling)	Burnshee Thornside	Rock This Moon	http://www.magnatune.com/artists/albums/burnshee-moon/	117	146	http://he3.magnatune.com/all/14-Time%20Flies%20Away%20(featuring%20Lilling)-Burnshee%20Thornside.mp3
4/burnshee_thornside-the_art_of_not_blending_in-02-lamborghino-204-233.mp3	8127	2	Lamborghino	Burnshee Thornside	The Art of Not Blending In	http://www.magnatune.com/artists/albums/burnshee-art/	204	233	http://he3.magnatune.com/all/02-Lamborghino-Burnshee%20Thornside.mp3
4/burnshee_thornside-the_art_of_not_blending_in-03-in_the_60s_love_was_cool-88-117.mp3	13394	3	In the 60's (love was cool)	Burnshee Thornside	The Art of Not Blending In	http://www.magnatune.com/artists/albums/burnshee-art/	88	117	http://he3.magnatune.com/all/03-In%20the%2060's%20(love%20was%20cool)-Burnshee%20Thornside.mp3
4/burnshee_thornside-the_art_of_not_blending_in-04-goodbye_on_a_beautiful_day-117-146.mp3	17861	4	Goodbye on a beautiful day	Burnshee Thornside	The Art of Not Blending In	http://www.magnatune.com/artists/albums/burnshee-art/	117	146	http://he3.magnatune.com/all/04-Goodbye%20on%20a%20beautiful%20day-Burnshee%20Thornside.mp3
4/burnshee_thornside-the_art_of_not_blending_in-05-borderline_featuring_lilling-88-117.mp3	21505	5	Borderline (featuring Lilling)	Burnshee Thornside	The Art of Not Blending In	http://www.magnatune.com/artists/albums/burnshee-art/	88	117	http://he3.magnatune.com/all/05-Borderline%20(featuring%20Lilling)-Burnshee%20Thornside.mp3
4/burnshee_thornside-the_art_of_not_blending_in-06-love_u_like_a_train-88-117.mp3	27910	6	Love U like a train	Burnshee Thornside	The Art of Not Blending In	http://www.magnatune.com/artists/albums/burnshee-art/	88	117	http://he3.magnatune.com/all/06-Love%20U%20like%20a%20train-Burnshee%20Thornside.mp3
4/burnshee_thornside-the_art_of_not_blending_in-07-good_to_me-0-29.mp3	31652	7	Good to me	Burnshee Thornside	The Art of Not Blending In	http://www.magnatune.com/artists/albums/burnshee-art/	0	29	http://he3.magnatune.com/all/07-Good%20to%20me-Burnshee%20Thornside.mp3
4/burnshee_thornside-the_art_of_not_blending_in-08-when_my_baby_plays_the_trombone-117-146.mp3	38263	8	When my baby plays the trombone	Burnshee Thornside	The Art of Not Blending In	http://www.magnatune.com/artists/albums/burnshee-art/	117	146	http://he3.magnatune.com/all/08-When%20my%20baby%20plays%20the%20trombone-Burnshee%20Thornside.mp3
4/burnshee_thornside-the_art_of_not_blending_in-09-one_at_a_time_featuring_monica-0-29.mp3	40293	9	One at a time (featuring Monica)	Burnshee Thornside	The Art of Not Blending In	http://www.magnatune.com/artists/albums/burnshee-art/	0	29	http://he3.magnatune.com/all/09-One%20at%20a%20time%20(featuring%20Monica)-Burnshee%20Thornside.mp3
4/burnshee_thornside-the_art_of_not_blending_in-10-make_it_go_away-88-117.mp3	43240	10	Make it go away	Burnshee Thornside	The Art of Not Blending In	http://www.magnatune.com/artists/albums/burnshee-art/	88	117	http://he3.magnatune.com/all/10-Make%20it%20go%20away-Burnshee%20Thornside.mp3
4/burnshee_thornside-the_art_of_not_blending_in-11-how_the_story_goes-0-29.mp3	45820	11	How the story goes	Burnshee Thornside	The Art of Not Blending In	http://www.magnatune.com/artists/albums/burnshee-art/	0	29	http://he3.magnatune.com/all/11-How%20the%20story%20goes-Burnshee%20Thornside.mp3
4/burnshee_thornside-the_art_of_not_blending_in-12-spanish_brass___fury-59-88.mp3	48987	12	Spanish brass & fury	Burnshee Thornside	The Art of Not Blending In	http://www.magnatune.com/artists/albums/burnshee-art/	59	88	http://he3.magnatune.com/all/12-Spanish%20brass%20%26%20fury-Burnshee%20Thornside.mp3
4/burnshee_thornside-the_art_of_not_blending_in-13-til_i_met_you-146-175.mp3	50954	13	Til I met you	Burnshee Thornside	The Art of Not Blending In	http://www.magnatune.com/artists/albums/burnshee-art/	146	175	http://he3.magnatune.com/all/13-Til%20I%20met%20you-Burnshee%20Thornside.mp3
4/burnshee_thornside-the_art_of_not_blending_in-14-chevrolet-30-59.mp3	51216	14	Chevrolet	Burnshee Thornside	The Art of Not Blending In	http://www.magnatune.com/artists/albums/burnshee-art/	30	59	http://he3.magnatune.com/all/14-Chevrolet-Burnshee%20Thornside.mp3
3/c__layne-potemkin_villages-01-you_are_the_reason-146-175.mp3	5805	1	You are the reason	C. Layne	Potemkin Villages	http://www.magnatune.com/artists/albums/clayne-potemkin/	146	175	http://he3.magnatune.com/all/01-You%20are%20the%20reason-C.%20Layne.mp3
3/c__layne-potemkin_villages-02-the_unheard_frequency-0-29.mp3	10559	2	The unheard frequency	C. Layne	Potemkin Villages	http://www.magnatune.com/artists/albums/clayne-potemkin/	0	29	http://he3.magnatune.com/all/02-The%20unheard%20frequency-C.%20Layne.mp3
3/c__layne-potemkin_villages-03-i_never_got_the_syllabus-233-262.mp3	13318	3	I never got the syllabus	C. Layne	Potemkin Villages	http://www.magnatune.com/artists/albums/clayne-potemkin/	233	262	http://he3.magnatune.com/all/03-I%20never%20got%20the%20syllabus-C.%20Layne.mp3
3/c__layne-potemkin_villages-04-eidetic-175-204.mp3	17464	4	Eidetic	C. Layne	Potemkin Villages	http://www.magnatune.com/artists/albums/clayne-potemkin/	175	204	http://he3.magnatune.com/all/04-Eidetic-C.%20Layne.mp3
3/c__layne-potemkin_villages-05-feeling_for_a_reason-146-175.mp3	22369	5	Feeling for a reason	C. Layne	Potemkin Villages	http://www.magnatune.com/artists/albums/clayne-potemkin/	146	175	http://he3.magnatune.com/all/05-Feeling%20for%20a%20reason-C.%20Layne.mp3
3/c__layne-potemkin_villages-06-thinking_of_you-30-59.mp3	29666	6	Thinking of you	C. Layne	Potemkin Villages	http://www.magnatune.com/artists/albums/clayne-potemkin/	30	59	http://he3.magnatune.com/all/06-Thinking%20of%20you-C.%20Layne.mp3
3/c__layne-potemkin_villages-07-talk_slow-0-29.mp3	33603	7	Talk slow	C. Layne	Potemkin Villages	http://www.magnatune.com/artists/albums/clayne-potemkin/	0	29	http://he3.magnatune.com/all/07-Talk%20slow-C.%20Layne.mp3
3/c__layne-potemkin_villages-08-disaffected-175-204.mp3	35219	8	Disaffected	C. Layne	Potemkin Villages	http://www.magnatune.com/artists/albums/clayne-potemkin/	175	204	http://he3.magnatune.com/all/08-Disaffected-C.%20Layne.mp3
3/c__layne-potemkin_villages-09-michael-88-117.mp3	40068	9	Michael	C. Layne	Potemkin Villages	http://www.magnatune.com/artists/albums/clayne-potemkin/	88	117	http://he3.magnatune.com/all/09-Michael-C.%20Layne.mp3
3/c__layne-potemkin_villages-10-the_devil_and_the_woman-117-146.mp3	44517	10	The devil and the woman	C. Layne	Potemkin Villages	http://www.magnatune.com/artists/albums/clayne-potemkin/	117	146	http://he3.magnatune.com/all/10-The%20devil%20and%20the%20woman-C.%20Layne.mp3
3/c__layne-potemkin_villages-11-the_death_of_a_mailman-117-146.mp3	47112	11	The death of a mailman	C. Layne	Potemkin Villages	http://www.magnatune.com/artists/albums/clayne-potemkin/	117	146	http://he3.magnatune.com/all/11-The%20death%20of%20a%20mailman-C.%20Layne.mp3
3/c__layne-potemkin_villages-12-down_at_the_bottom-30-59.mp3	47864	12	Down at the bottom	C. Layne	Potemkin Villages	http://www.magnatune.com/artists/albums/clayne-potemkin/	30	59	http://he3.magnatune.com/all/12-Down%20at%20the%20bottom-C.%20Layne.mp3
3/c__layne-potemkin_villages-13-bathe_in_the_rain-88-117.mp3	49625	13	Bathe in the rain	C. Layne	Potemkin Villages	http://www.magnatune.com/artists/albums/clayne-potemkin/	88	117	http://he3.magnatune.com/all/13-Bathe%20in%20the%20rain-C.%20Layne.mp3
3/c__layne-potemkin_villages-14-stiltz-233-262.mp3	52008	14	Stiltz	C. Layne	Potemkin Villages	http://www.magnatune.com/artists/albums/clayne-potemkin/	233	262	http://he3.magnatune.com/all/14-Stiltz-C.%20Layne.mp3
e/c_layne-the_sun_will_come_out_to_blind_you-01-i_dont_care_if_you_lie-146-175.mp3	1987	1	I Don't Care If You Lie	C Layne	The Sun Will Come Out to Blind You	http://www.magnatune.com/artists/albums/clayne-blind/	146	175	http://he3.magnatune.com/all/01-I%20Don't%20Care%20If%20You%20Lie-C%20Layne.mp3
e/c_layne-the_sun_will_come_out_to_blind_you-02-just_my_luck-117-146.mp3	7945	2	Just My Luck	C Layne	The Sun Will Come Out to Blind You	http://www.magnatune.com/artists/albums/clayne-blind/	117	146	http://he3.magnatune.com/all/02-Just%20My%20Luck-C%20Layne.mp3
e/c_layne-the_sun_will_come_out_to_blind_you-03-shes_on_my_mind-0-29.mp3	14909	3	She's On My Mind	C Layne	The Sun Will Come Out to Blind You	http://www.magnatune.com/artists/albums/clayne-blind/	0	29	http://he3.magnatune.com/all/03-She's%20On%20My%20Mind-C%20Layne.mp3
e/c_layne-the_sun_will_come_out_to_blind_you-04-less_of_you_feat__revel_yth-117-146.mp3	18378	4	Less Of You (feat. Revel Yth)	C Layne	The Sun Will Come Out to Blind You	http://www.magnatune.com/artists/albums/clayne-blind/	117	146	http://he3.magnatune.com/all/04-Less%20Of%20You%20(feat.%20Revel%20Yth)-C%20Layne.mp3
e/c_layne-the_sun_will_come_out_to_blind_you-05-vertigo_blues-175-204.mp3	25292	5	Vertigo Blues	C Layne	The Sun Will Come Out to Blind You	http://www.magnatune.com/artists/albums/clayne-blind/	175	204	http://he3.magnatune.com/all/05-Vertigo%20Blues-C%20Layne.mp3
e/c_layne-the_sun_will_come_out_to_blind_you-06-you_are_the_reason-117-146.mp3	30026	6	You Are The Reason	C Layne	The Sun Will Come Out to Blind You	http://www.magnatune.com/artists/albums/clayne-blind/	117	146	http://he3.magnatune.com/all/06-You%20Are%20The%20Reason-C%20Layne.mp3
e/c_layne-the_sun_will_come_out_to_blind_you-07-how_soon_i_forget-175-204.mp3	31788	7	How Soon I Forget	C Layne	The Sun Will Come Out to Blind You	http://www.magnatune.com/artists/albums/clayne-blind/	175	204	http://he3.magnatune.com/all/07-How%20Soon%20I%20Forget-C%20Layne.mp3
e/c_layne-the_sun_will_come_out_to_blind_you-08-the_king-0-29.mp3	37856	8	The King	C Layne	The Sun Will Come Out to Blind You	http://www.magnatune.com/artists/albums/clayne-blind/	0	29	http://he3.magnatune.com/all/08-The%20King-C%20Layne.mp3
e/c_layne-the_sun_will_come_out_to_blind_you-09-fight_the_sea-233-262.mp3	39234	9	Fight The Sea	C Layne	The Sun Will Come Out to Blind You	http://www.magnatune.com/artists/albums/clayne-blind/	233	262	http://he3.magnatune.com/all/09-Fight%20The%20Sea-C%20Layne.mp3
e/c_layne-the_sun_will_come_out_to_blind_you-10-everybodys_going_underground-262-291.mp3	42572	10	Everybody's Going Underground	C Layne	The Sun Will Come Out to Blind You	http://www.magnatune.com/artists/albums/clayne-blind/	262	291	http://he3.magnatune.com/all/10-Everybody's%20Going%20Underground-C%20Layne.mp3
e/c_layne-the_sun_will_come_out_to_blind_you-11-just_my_luck_fourstones_net_mix-175-204.mp3	45971	11	Just My Luck (fourstones.net mix)	C Layne	The Sun Will Come Out to Blind You	http://www.magnatune.com/artists/albums/clayne-blind/	175	204	http://he3.magnatune.com/all/11-Just%20My%20Luck%20(fourstones.net%20mix)-C%20Layne.mp3
b/cargo_cult-alchemy-01-entry-59-88.mp3	1463	1	Entry	Cargo Cult	Alchemy	http://www.magnatune.com/artists/albums/cargo-alchemy/	59	88	http://he3.magnatune.com/all/01-Entry-Cargo%20Cult.mp3
b/cargo_cult-alchemy-02-alchemy-262-291.mp3	6013	2	Alchemy	Cargo Cult	Alchemy	http://www.magnatune.com/artists/albums/cargo-alchemy/	262	291	http://he3.magnatune.com/all/02-Alchemy-Cargo%20Cult.mp3
b/cargo_cult-alchemy-03-dilemma-0-29.mp3	12543	3	Dilemma	Cargo Cult	Alchemy	http://www.magnatune.com/artists/albums/cargo-alchemy/	0	29	http://he3.magnatune.com/all/03-Dilemma-Cargo%20Cult.mp3
b/cargo_cult-alchemy-04-dirt-0-29.mp3	17284	4	Dirt	Cargo Cult	Alchemy	http://www.magnatune.com/artists/albums/cargo-alchemy/	0	29	http://he3.magnatune.com/all/04-Dirt-Cargo%20Cult.mp3
b/cargo_cult-alchemy-05-our_song-175-204.mp3	23814	5	Our song	Cargo Cult	Alchemy	http://www.magnatune.com/artists/albums/cargo-alchemy/	175	204	http://he3.magnatune.com/all/05-Our%20song-Cargo%20Cult.mp3
b/cargo_cult-alchemy-06-sunday-204-233.mp3	29476	6	Sunday	Cargo Cult	Alchemy	http://www.magnatune.com/artists/albums/cargo-alchemy/	204	233	http://he3.magnatune.com/all/06-Sunday-Cargo%20Cult.mp3
b/cargo_cult-alchemy-07-ramanujan-59-88.mp3	32931	7	Ramanujan	Cargo Cult	Alchemy	http://www.magnatune.com/artists/albums/cargo-alchemy/	59	88	http://he3.magnatune.com/all/07-Ramanujan-Cargo%20Cult.mp3
b/cargo_cult-alchemy-08-ambriel-30-59.mp3	34620	8	Ambriel	Cargo Cult	Alchemy	http://www.magnatune.com/artists/albums/cargo-alchemy/	30	59	http://he3.magnatune.com/all/08-Ambriel-Cargo%20Cult.mp3
b/cargo_cult-alchemy-09-jazzmine-0-29.mp3	39692	9	Jazzmine	Cargo Cult	Alchemy	http://www.magnatune.com/artists/albums/cargo-alchemy/	0	29	http://he3.magnatune.com/all/09-Jazzmine-Cargo%20Cult.mp3
b/cargo_cult-alchemy-10-rain-0-29.mp3	43862	10	Rain	Cargo Cult	Alchemy	http://www.magnatune.com/artists/albums/cargo-alchemy/	0	29	http://he3.magnatune.com/all/10-Rain-Cargo%20Cult.mp3
b/cargo_cult-alchemy-11-garden-88-117.mp3	45705	11	Garden	Cargo Cult	Alchemy	http://www.magnatune.com/artists/albums/cargo-alchemy/	88	117	http://he3.magnatune.com/all/11-Garden-Cargo%20Cult.mp3
b/cargo_cult-alchemy-12-mirrors-30-59.mp3	48367	12	Mirrors	Cargo Cult	Alchemy	http://www.magnatune.com/artists/albums/cargo-alchemy/	30	59	http://he3.magnatune.com/all/12-Mirrors-Cargo%20Cult.mp3
b/cargo_cult-alchemy-13-matt-30-59.mp3	50201	13	Matt	Cargo Cult	Alchemy	http://www.magnatune.com/artists/albums/cargo-alchemy/	30	59	http://he3.magnatune.com/all/13-Matt-Cargo%20Cult.mp3
b/cargo_cult-alchemy-14-ones-204-233.mp3	51658	14	Ones	Cargo Cult	Alchemy	http://www.magnatune.com/artists/albums/cargo-alchemy/	204	233	http://he3.magnatune.com/all/14-Ones-Cargo%20Cult.mp3
b/cargo_cult-alchemy-15-wed-88-117.mp3	53384	15	Wed	Cargo Cult	Alchemy	http://www.magnatune.com/artists/albums/cargo-alchemy/	88	117	http://he3.magnatune.com/all/15-Wed-Cargo%20Cult.mp3
8/cargo_cult-vibrant-01-mirrored_image-30-59.mp3	2828	1	Mirrored image	Cargo Cult	Vibrant	http://www.magnatune.com/artists/albums/cargo-vibrant/	30	59	http://he3.magnatune.com/all/01-Mirrored%20image-Cargo%20Cult.mp3
8/cargo_cult-vibrant-02-abuse_vs_cargo_cult__planine-0-29.mp3	5967	2	Abuse vs Cargo Cult - Planine	Cargo Cult	Vibrant	http://www.magnatune.com/artists/albums/cargo-vibrant/	0	29	http://he3.magnatune.com/all/02-Abuse%20vs%20Cargo%20Cult%20-%20Planine-Cargo%20Cult.mp3
8/cargo_cult-vibrant-04-son_of_ambriel-146-175.mp3	19863	4	Son of Ambriel	Cargo Cult	Vibrant	http://www.magnatune.com/artists/albums/cargo-vibrant/	146	175	http://he3.magnatune.com/all/04-Son%20of%20Ambriel-Cargo%20Cult.mp3
8/cargo_cult-vibrant-05-reentry-30-59.mp3	24053	5	Re-entry	Cargo Cult	Vibrant	http://www.magnatune.com/artists/albums/cargo-vibrant/	30	59	http://he3.magnatune.com/all/05-Re-entry-Cargo%20Cult.mp3
8/cargo_cult-vibrant-06-vibrant-117-146.mp3	29806	6	Vibrant	Cargo Cult	Vibrant	http://www.magnatune.com/artists/albums/cargo-vibrant/	117	146	http://he3.magnatune.com/all/06-Vibrant-Cargo%20Cult.mp3
8/cargo_cult-vibrant-07-alchemy_heart_beat_faster-175-204.mp3	30297	7	Alchemy (heart beat faster)	Cargo Cult	Vibrant	http://www.magnatune.com/artists/albums/cargo-vibrant/	175	204	http://he3.magnatune.com/all/07-Alchemy%20(heart%20beat%20faster)-Cargo%20Cult.mp3
8/cargo_cult-vibrant-08-seasons-146-175.mp3	37197	8	Seasons	Cargo Cult	Vibrant	http://www.magnatune.com/artists/albums/cargo-vibrant/	146	175	http://he3.magnatune.com/all/08-Seasons-Cargo%20Cult.mp3
8/cargo_cult-vibrant-09-the_fate-117-146.mp3	41358	9	The fate	Cargo Cult	Vibrant	http://www.magnatune.com/artists/albums/cargo-vibrant/	117	146	http://he3.magnatune.com/all/09-The%20fate-Cargo%20Cult.mp3
8/cargo_cult-vibrant-10-fifth-117-146.mp3	42681	10	Fifth	Cargo Cult	Vibrant	http://www.magnatune.com/artists/albums/cargo-vibrant/	117	146	http://he3.magnatune.com/all/10-Fifth-Cargo%20Cult.mp3
8/cargo_cult-vibrant-11-helium-59-88.mp3	45791	11	Helium	Cargo Cult	Vibrant	http://www.magnatune.com/artists/albums/cargo-vibrant/	59	88	http://he3.magnatune.com/all/11-Helium-Cargo%20Cult.mp3
9/cheryl_ann_fulton-the_airs_of_wales-01-megans_daughter-117-146.mp3	2801	1	Megan's Daughter	Cheryl Ann Fulton	The Airs of Wales	http://www.magnatune.com/artists/albums/fulton-airs/	117	146	http://he3.magnatune.com/all/01-Megan's%20Daughter-Cheryl%20Ann%20Fulton.mp3
9/cheryl_ann_fulton-the_airs_of_wales-04-gruffydds_delight-0-29.mp3	17889	4	Gruffydd's Delight	Cheryl Ann Fulton	The Airs of Wales	http://www.magnatune.com/artists/albums/fulton-airs/	0	29	http://he3.magnatune.com/all/04-Gruffydd's%20Delight-Cheryl%20Ann%20Fulton.mp3
9/cheryl_ann_fulton-the_airs_of_wales-05-welcome_the_bee-59-88.mp3	25430	5	Welcome the Bee	Cheryl Ann Fulton	The Airs of Wales	http://www.magnatune.com/artists/albums/fulton-airs/	59	88	http://he3.magnatune.com/all/05-Welcome%20the%20Bee-Cheryl%20Ann%20Fulton.mp3
9/cheryl_ann_fulton-the_airs_of_wales-06-the_flowers_of_festiniog-0-29.mp3	29582	6	The Flowers of Festiniog	Cheryl Ann Fulton	The Airs of Wales	http://www.magnatune.com/artists/albums/fulton-airs/	0	29	http://he3.magnatune.com/all/06-The%20Flowers%20of%20Festiniog-Cheryl%20Ann%20Fulton.mp3
9/cheryl_ann_fulton-the_airs_of_wales-07-the_dimpled_cheek-30-59.mp3	33713	7	The Dimpled Cheek	Cheryl Ann Fulton	The Airs of Wales	http://www.magnatune.com/artists/albums/fulton-airs/	30	59	http://he3.magnatune.com/all/07-The%20Dimpled%20Cheek-Cheryl%20Ann%20Fulton.mp3
9/cheryl_ann_fulton-the_airs_of_wales-08-the_minstrelsey_of_chirk_castle-30-59.mp3	37892	8	The Minstrelsey of Chirk Castle	Cheryl Ann Fulton	The Airs of Wales	http://www.magnatune.com/artists/albums/fulton-airs/	30	59	http://he3.magnatune.com/all/08-The%20Minstrelsey%20of%20Chirk%20Castle-Cheryl%20Ann%20Fulton.mp3
9/cheryl_ann_fulton-the_airs_of_wales-09-the_ash_grove-0-29.mp3	41308	9	The Ash Grove	Cheryl Ann Fulton	The Airs of Wales	http://www.magnatune.com/artists/albums/fulton-airs/	0	29	http://he3.magnatune.com/all/09-The%20Ash%20Grove-Cheryl%20Ann%20Fulton.mp3
9/cheryl_ann_fulton-the_airs_of_wales-10-sir_watkins_delight-30-59.mp3	44150	10	Sir Watkins' Delight	Cheryl Ann Fulton	The Airs of Wales	http://www.magnatune.com/artists/albums/fulton-airs/	30	59	http://he3.magnatune.com/all/10-Sir%20Watkin's%20Delight-Cheryl%20Ann%20Fulton.mp3
9/cheryl_ann_fulton-the_airs_of_wales-11-the_marsh_of_rhuddlan-59-88.mp3	47175	11	The Marsh of Rhuddlan	Cheryl Ann Fulton	The Airs of Wales	http://www.magnatune.com/artists/albums/fulton-airs/	59	88	http://he3.magnatune.com/all/11-The%20Marsh%20of%20Rhuddlan-Cheryl%20Ann%20Fulton.mp3
9/cheryl_ann_fulton-the_airs_of_wales-12-the_flowers_of_the_west-30-59.mp3	49145	12	The Flowers of the West	Cheryl Ann Fulton	The Airs of Wales	http://www.magnatune.com/artists/albums/fulton-airs/	30	59	http://he3.magnatune.com/all/12-The%20Flowers%20of%20the%20West-Cheryl%20Ann%20Fulton.mp3
9/cheryl_ann_fulton-the_airs_of_wales-13-the_rising_of_the_lark-146-175.mp3	50914	13	The Rising of the Lark	Cheryl Ann Fulton	The Airs of Wales	http://www.magnatune.com/artists/albums/fulton-airs/	146	175	http://he3.magnatune.com/all/13-The%20Rising%20of%20the%20Lark-Cheryl%20Ann%20Fulton.mp3
9/cheryl_ann_fulton-the_airs_of_wales-14-the_welsh_ground-88-117.mp3	52178	14	The Welsh Ground	Cheryl Ann Fulton	The Airs of Wales	http://www.magnatune.com/artists/albums/fulton-airs/	88	117	http://he3.magnatune.com/all/14-The%20Welsh%20Ground-Cheryl%20Ann%20Fulton.mp3
0/chris_harvey-the_white_sail-01-biomorph-59-88.mp3	688	1	Biomorph	Chris Harvey	The White Sail	http://www.magnatune.com/artists/albums/harvey-wsail/	59	88	http://he3.magnatune.com/all/01-Biomorph-Chris%20Harvey.mp3
0/chris_harvey-the_white_sail-02-allegiance-117-146.mp3	6033	2	Allegiance	Chris Harvey	The White Sail	http://www.magnatune.com/artists/albums/harvey-wsail/	117	146	http://he3.magnatune.com/all/02-Allegiance-Chris%20Harvey.mp3
0/chris_harvey-the_white_sail-03-paris-204-233.mp3	14352	3	Paris	Chris Harvey	The White Sail	http://www.magnatune.com/artists/albums/harvey-wsail/	204	233	http://he3.magnatune.com/all/03-Paris-Chris%20Harvey.mp3
0/chris_harvey-the_white_sail-04-secrets_from_the_screen-175-204.mp3	19549	4	Secrets From The Screen	Chris Harvey	The White Sail	http://www.magnatune.com/artists/albums/harvey-wsail/	175	204	http://he3.magnatune.com/all/04-Secrets%20From%20The%20Screen-Chris%20Harvey.mp3
0/chris_harvey-the_white_sail-05-liber_null__part_1-88-117.mp3	23298	5	Liber Null - Part 1	Chris Harvey	The White Sail	http://www.magnatune.com/artists/albums/harvey-wsail/	88	117	http://he3.magnatune.com/all/05-Liber%20Null%20-%20Part%201-Chris%20Harvey.mp3
0/chris_harvey-the_white_sail-06-liber_null__part_2-30-59.mp3	27766	6	Liber Null - Part 2	Chris Harvey	The White Sail	http://www.magnatune.com/artists/albums/harvey-wsail/	30	59	http://he3.magnatune.com/all/06-Liber%20Null%20-%20Part%202-Chris%20Harvey.mp3
0/chris_harvey-the_white_sail-07-elation_sedation-0-29.mp3	31259	7	Elation Sedation	Chris Harvey	The White Sail	http://www.magnatune.com/artists/albums/harvey-wsail/	0	29	http://he3.magnatune.com/all/07-Elation%20Sedation-Chris%20Harvey.mp3
0/chris_harvey-the_white_sail-08-plasmate-204-233.mp3	36875	8	Plasmate	Chris Harvey	The White Sail	http://www.magnatune.com/artists/albums/harvey-wsail/	204	233	http://he3.magnatune.com/all/08-Plasmate-Chris%20Harvey.mp3
0/chris_harvey-the_white_sail-09-pixelize-175-204.mp3	40484	9	Pixelize	Chris Harvey	The White Sail	http://www.magnatune.com/artists/albums/harvey-wsail/	175	204	http://he3.magnatune.com/all/09-Pixelize-Chris%20Harvey.mp3
